id,name,desc,type,q
Arthur-Andersson_23,Arthur Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121052852
Bengt-Andersson_24,Bengt Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q197510
Bo-Andersson_25,Bo Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121143382
Carl-Fredrik-Andersson_27,Carl-Fredrik Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121075841
Clas-Andersson_41,Clas Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
David-Andersson_28,David Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121143384
Dick-Andersson_29,Dick Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121143385
Einar-Andersson_30,Einar Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121075908
Erik-Andersson_31,Erik Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121143387
Ernst-Andersson_32,Ernst Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q1357372
Evald-Andersson_33,Evald Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121143388
Fredrik-Andersson_34,Fredrik Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Georg-Andersson_35,Georg Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Gösta-Andersson_39,Gösta Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121143392
Göte-Andersson_40,Göte Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121160713
Gunnar-Andersson_37,Gunnar Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q1389203
Gustaf-Andersson_38,Gustaf Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q680811
Helge-Andersson_42,Helge Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121160714
Henry-Andersson_44,Henry Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q5554786
Ivar-Andersson_45,Ivar Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
John-Andersson_912,John Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
John-Andersson_46,John Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
John-Andersson_47,John Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121160715
Karl-Andersson_952,Karl Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Karl-Andersson_48,Karl Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Kennet-Andersson_49,Kennet Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q352241
Kent-Andersson_50,Kent Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Kevin-Andersson_898,Kevin Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Lars-Andersson_51,Lars Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Leif-Andersson_52,Leif Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q5555306
Lennart-Andersson_53,Lennart Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q125253032
Lennart-Andersson_54,Lennart Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q125253044
Lindoff-Andersson_55,Lindoff Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121075864
Michael-Andersson_56,Michael Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q264926
Mikael-Andersson_750,Mikael Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Nils-Andersson_57,Nils Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q1992244
Oscar-Andersson_58,Oscar Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Otto-Andersson_59,Otto Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q965710
Patric-Andersson_60,Patric Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q5555731
Peter-Andersson_61,Peter Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Raymond-Andersson_62,Raymond Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Robert-Andersson_63,Robert Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q5555906
Roger-Andersson_64,Roger Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Rolf-Andersson_924,Rolf Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Stefan-Andersson_67,Stefan Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Stellan-Andersson_68,Stellan Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Sven-Andersson_69,Sven Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q131329219
Tage-Andersson_70,Tage Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Teodor-Andersson_71,Teodor Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q15850615
Thomas-Andersson_73,Thomas Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q132644350
Verner-Andersson_74,Verner Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q125252994
Viktor-Andersson_1012,Viktor Andersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q125301644
Conny-Andreasson_76,Conny Andreasson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Kenny-Andrén_77,Kenny Andrén,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Johan-Anegrund_78,Johan Anegrund,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q3180374
Giannis-Anestis_899,Giannis Anestis,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q16233813
Jakob-Ankersen_858,Jakob Ankersen,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q6125232
Henry-Antfors+(Andersson)_43,Henry Antfors,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q116810763
Mikael-Antonsson_79,Mikael Antonsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q361403
Arne-Appelgren_80,Arne Appelgren,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Joel-Appelgren_81,Joel Appelgren,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Sven-Appelgren_82,Sven Appelgren,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q132183452
Gunnar-Arcadius_83,Gunnar Arcadius,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121160717
Lars-Erik-Arvelin_84,Lars-Erik Arvelin,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Nicklas-Asp_752,Nicklas Asp,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Vilgot-Aspengren_85,Vilgot Aspengren,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
William-Atashkadeh_753,William Atashkadeh,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q5561849
Bernt-Attemalm_86,Bernt Attemalm,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q126454016
Ludwig-Augustinsson_754,Ludwig Augustinsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q4806248
Kenth-Augustsson_87,Kenth Augustsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Torsten-Augustsson_88,Torsten Augustsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121160718
Jonathan-Azulay_755,Jonathan Azulay,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q4125064
Nikolai-Baden_993,Nikolai Baden,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q43801944
Jonas-Bager_988,Jonas Bager,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q23772459
Ulf-Bång+(Johansson)_356,Ulf Bång,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q132442714
Johan-Bångsbo_944,Johan Bångsbo,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q112036884
Nicklas-Bärkroth_765,Nicklas Bärkroth,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q940818
Stefan-Bärlin_135,Stefan Bärlin,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q505895
Elis-Barlind_983,Elis Barlind,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Junes-Barny_902,Junes Barny,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q16945082
Lee-Baxter_756,Lee Baxter,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q128845
Jan-Bender_90,Jan Bender,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Adam+Ingi-Benediktsson_937,Adam Ingi Benediktsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q109819079
Åke-Bengtsson_95,Åke Bengtsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Algot-Bengtsson_91,Algot Bengtsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121160719
Patrik-Bengtsson_93,Patrik Bengtsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q101664653
Sture-Bengtsson_94,Sture Bengtsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Holger-Bennhov+(Bengtsson)_92,Holger Bennhov,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q126880260
Lion-Beqiri_980,Lion Beqiri,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q125270101
Bror-Berg_97,Bror Berg,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121160720
Fritz-Berg_98,Fritz Berg,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q101112475
Jonatan-Berg_758,Jonatan Berg,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q768352
Kent-Berg_99,Kent Berg,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Marcus-Berg_757,Marcus Berg,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q311910
Harry-Bergelin_102,Harry Bergelin,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121160721
Hans-Bergendahl_100,Hans Bergendahl,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Fred-Berglin_908,Fred Berglin,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Olof-Berglund_103,Olof Berglund,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Evert-Bergman_104,Evert Bergman,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Jakob-Bergman_861,Jakob Bergman,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q26211825
Uno-Bergman_105,Uno Bergman,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121160722
Adam-Bergmark+Wiberg_1013,Wiberg Adam Bergmark,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q37012842
Erik-Bergqvist_101,Erik Bergqvist,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q120963096
Algot-Bergström_106,Algot Bergström,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121160723
Erik-Bergström_109,Erik Bergström,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q1353833
Henrik-Bergström_107,Henrik Bergström,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q124414097
Ralph-Bergström_108,Ralph Bergström,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Bengt-Berndtsson_110,Bengt Berndtsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q817210
Elis-Berndtsson_111,Elis Berndtsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121160724
Harry-Berndtsson_112,Harry Berndtsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Harry-Berndtsson_923,Harry Berndtsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Per-Olof-Berndtsson_114,Per-Olof Berndtsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Anders-Bernmar+(Andersson)_19,Anders Bernmar,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q5574006
Algot-Berntsson_113,Algot Berntsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Bengt-Bertilsson_115,Bengt Bertilsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Elis-Bishesari_960,Elis Bishesari,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q125292242
Theodor+Elmar-Bjarnason_759,Theodor Elmar Bjarnason,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q2552704
Mattias-Bjärsmyr_760,Mattias Bjärsmyr,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q518833
Bill-Björklund_117,Bill Björklund,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Joachim-Björklund_118,Joachim Björklund,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q459873
Leif-Björkman_119,Leif Björkman,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q128790260
Petter-Björlund_761,Petter Björlund,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q5578147
Sam-Bjur_116,Sam Bjur,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Henrik-Bjørdal_872,Henrik Bjørdal,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q16213248
Ralf-Blom_120,Ralf Blom,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Hans-Blomqvist_121,Hans Blomqvist,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q5579663
Jesper-Blomqvist_122,Jesper Blomqvist,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q342387
Rolf-Blomqvist_123,Rolf Blomqvist,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Karl-Bohm_762,Karl Bohm,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q16229664
Gösta-Bohman_124,Gösta Bohman,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121160725
Darijan-Bojanic_763,Darijan Bojanic,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q5580980
Mikael-Boman_844,Mikael Boman,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q5581398
Hans-Bomb_125,Hans Bomb,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
David-Boo+Wiklander_726,Wiklander David Boo,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q5241069
Alfons-Borén_982,Alfons Borén,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Georg-Borg_126,Georg Borg,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121160726
Åke-Börjesson_138,Åke Börjesson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Erik-Börjesson_136,Erik Börjesson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q351841
Reino-Börjesson_137,Reino Börjesson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q775980
Rolf-Borssén_127,Rolf Borssén,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Roberth-Börve_139,Roberth Börve,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Harry-Branting_128,Harry Branting,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Benjamin-Brantlind_976,Benjamin Brantlind,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q124734116
Tobias-Bratt_764,Tobias Bratt,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q15734556
Bror-Brink_129,Bror Brink,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121008396
Yngve-Brodd_130,Yngve Brodd,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q722121
Oliwer-Brodin_962,Oliwer Brodin,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Allan-Brufelt+(Andersson)_18,Allan Brufelt,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121143380
Andreas-Brunbäck_131,Andreas Brunbäck,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Hans-Brunbäck_132,Hans Brunbäck,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Fredrik-Bryngelsson_134,Fredrik Bryngelsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q3752816
Peter-Caban_140,Peter Caban,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q133565966
André-Calisir_884,André Calisir,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q4759847
Diego-Calvo_766,Diego Calvo,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q3707147
Benny-Canefur_153,Benny Canefur,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Sören-Canefur_141,Sören Canefur,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Adam-Carlén_958,Adam Carlén,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q69043930
Ulf-Carlgren_142,Ulf Carlgren,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q132860604
Alexander-Carlsson_1011,Alexander Carlsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Algot-Carlsson_143,Algot Carlsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121160727
Bengt-Carlsson_144,Bengt Carlsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Bror-Carlsson_145,Bror Carlsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q15905726
Erik-Carlsson_146,Erik Carlsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Jan-Carlsson_147,Jan Carlsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Jerry-Carlsson_148,Jerry Carlsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q5603214
John-Carlsson_378,John Carlsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Lennart-Carlsson_381,Lennart Carlsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Mats-Ola-Carlsson_150,Mats-Ola Carlsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q63609798
Nicklas-Carlsson_767,Nicklas Carlsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q473045
Jan-Carlstedt+(Johansson)_329,Jan Carlstedt,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Linus-Carlstrand_946,Linus Carlstrand,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q112767025
Viktor-Carlund_1003,Viktor Carlund,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Hussein-Carneil_941,Hussein Carneil,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q111306648
Kim-Christensen_768,Kim Christensen,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q973969
Rolf-Christensson_398,Rolf Christensson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121160766
Tage-Christoffersson_155,Tage Christoffersson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Leif-Claesson_156,Leif Claesson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Rickard-Claesson_157,Rickard Claesson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q2151652
Rune-Claesson_158,Rune Claesson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Sebastian-Clemmensen_999,Sebastian Clemmensen,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q130741333
Tiago-Coimbra_1010,Tiago Coimbra,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Dan-Corneliusson_159,Dan Corneliusson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q571153
Martín-Crossa_160,Martín Crossa,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q590651
Patrick-Cruz_848,Patrick Cruz,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q26706897
Kristopher-Da+Graca_870,Graca Kristopher Da,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q37012827
Patrik-Dahbo+(Karlsson)_382,Patrik Dahbo,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q129763746
Lennart-Dahlberg_161,Lennart Dahlberg,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Pontus-Dahlberg_865,Pontus Dahlberg,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q28911572
Erik-Dahlin_769,Erik Dahlin,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q420126
Edvin-Dahlqvist_892,Edvin Dahlqvist,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q63801141
Fredrik-Dahlqvist_162,Fredrik Dahlqvist,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Isak-Dahlqvist_915,Isak Dahlqvist,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q103951530
Erik-Dahlström_163,Erik Dahlström,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121160728
Lennart-Danielsson_164,Lennart Danielsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Sten-Danielsson_166,Sten Danielsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q5616888
Sven-Danielsson_167,Sven Danielsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,
Emil-Davidsson_165,Emil Davidsson,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q121160729
Javier-De+Pedro_770,Pedro Javier De,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q462237
Marcus-Degerlund_880,Marcus Degerlund,IFK Göteborg A-lagsspelare enligt ifkdb.se,Q5,Q29558648
